GeneID,S7,S6,S5,S23,S24,S25,S26,S27,S20,S21,S22,S28,S29,S30,S31,S32,S33,S8,S34
lmo1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1977,0,0,0,1737,121,684,104,37,727,670,312,104,567,814,334,1,1,0,1
lmo1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1982,0,0,0,1168,89,465,50,29,484,484,173,79,459,508,203,0,2,1,0
lmo1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ilvB,0,0,0,2564,282,1117,207,244,1353,1246,626,570,1236,1462,450,2,4,0,1
ilvN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leuA,0,0,0,2432,254,1025,169,152,1212,1095,505,258,896,1285,411,1,2,0,2
leuB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leuC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leuD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo1999,0,0,0,1988,173,782,126,70,834,777,353,137,611,895,344,0,1,0,0
lmo2001,0,0,0,1679,160,612,93,52,810,708,287,138,542,834,301,3,1,0,0
lmo2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2004,0,0,0,1597,154,643,71,51,703,690,283,106,536,748,245,1,1,0,0
lmo2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2011,0,0,0,2731,217,1011,119,68,1148,1049,419,194,904,1247,450,1,1,0,2
lmo2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2014,0,0,0,3929,320,1544,188,104,1541,1557,710,239,1323,1971,655,2,5,0,1
lmo2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2021,0,0,0,990.5,94.5,338,63,30,451.5,382.5,159,60,287,459,174.5,0,0,0,0
lmo2022,0,0,0,1631,151.5,617,86,34.5,780,731.5,321,95.5,521.5,811.5,299,0.5,0,0,0
nadB,0,0,0,1826.5,186,829,97,41.5,860.5,773,364,130.5,626.5,1021.5,322.5,4.5,2,0,0
nadC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nadA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2031,0,0,0,1709,172,684,103,118,837,742,311,295,697,757,298,1,1,0,0
lmo2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murD,0,0,0,2565,256,1140,189,210,1341,1198,573,489,1139,1275,474,2,1,0,1
murG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ftsL,0,0,0,809,65,321.5,44.5,37,409,393.5,146.5,66,292.5,381,131,0,2,0,0
pbpB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2041,0,0,0,1515.5,110,633,92,32,684,625,243.5,119,486.5,725,272.5,0,1,0,0
lmo2042,0,0,0,934.5,85,354.5,58.5,24,381,372.5,139,72,347,420,165.5,0,2,0,0
lmo2046,0,1,0,1932,115,660,123,55,820,745,347,142,636,833,306,1,2,0,0
lmo2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2053,0,0,0,1128,107,430,52,16,536,439,203,91,379,558,161,0,0,0,2
lmo2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2070,0,0,0,1950,142,694,106,58,721,720,288,176,612,712,299,4,3,0,0
lmo2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2075,0,0,0,388,29,214,15,5,164,162,80,29,127,212,71,0,0,0,0
lmo2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2078,0,0,0,1249,119,490,76,25,562,449,210,117,377,559,191,0,0,0,0
lmo2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2082,0,0,0,1783,138,643,117,23,674.5,583.83,252,136,511.83,680.5,262,1,0,0,1
lmo2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2083,0,0,0,403,21,177,28,8,165.5,148.83,56,24.5,118.83,143,61,1,0,0,0
lmo2084,0,0,0,1903,158,698,109,29,800,744.33,278,117.5,621.33,843.5,313,0,0,0,1
lmo2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2087,0,0,0,3109.5,196.5,1185.5,169,58,1402.5,1158,475,193,952.5,1295.5,487,0,1,0,2
lmo2088,0,0,0,1210,105.5,421.5,74,22,517.5,444,201,76,366,531.5,216,1,0,1,2
argG,0,0,0,2075.5,165,820,113,67,885,897,348,135,724.5,980,350,1,3,0,0
argH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2095,0,0,0,1572,124,701,90,54,769,753,293,114,603,870,301,0,2,1,0
lmo2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2099,1,0,0,3427,296,1264,168,97,1483,1291,568,321,1095,1593,518,0,1,0,1
lmo2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2101,0,0,0,1323,144,585,77,90,621,687,258,129,471,678,254,0,0,0,1
lmo2102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2104,0,0,0,733,61,288,35,12,283,250,111,44,219,334,134,0,1,0,1
lmo2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2107,0,0,0,1874,146,670,120,27,759,668,278,128,523,736,314,3,0,0,0
lmo2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2114,0,0,0,1904,257,823,131,204,1148,861,379,358,942,797,284,1,2,0,1
lmo2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2115,0,0,0,509,45,162,32,15,163,156,70,28,151,233,75,1,0,0,0
lmo2119,0,0,0,451,31,147,17,7,165,145,69,27,119,196,64,0,0,0,0
lmo2120,0,0,0,1606,142,618,80,42,680,608,272,116,539,692,319,0,1,0,0
lmo2119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2124,0,0,0,2071,178,901,131,42,957,911,415,134,702,1048,428,0,3,0,0
lmo2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2135,0,0,0,1905.67,176.5,787.5,129,46.5,940.5,810.17,340.5,144.17,561,856.33,311.67,2.33,0,0,1
lmo2136,0,0,0,468,57.5,208.5,23,11.5,200.5,224,93.5,30.67,155,243.33,90.67,0.33,0,0,0
lmo2137,0,0,0,889.5,68.5,316.5,45,15,338,316.5,142.5,42.67,258.5,348.33,127.67,0.33,0,0,1
lmo2138,0,0,0,2513.33,223.5,875.5,151.5,63.5,1010,966.33,372.5,147,811.5,1136,378,0.5,0,0,0
lmo2139,0,0,0,1645.5,132,613,107.5,40.5,695,669,265,115.5,532,769,255,1.5,2,0,1
lmo2140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2141,0,0,0,945,84,347,52,31,380,367,147,72,331,503,132,0,0,0,0
lmo2152,0,0,0,417,30,162,25,18,172,151,88,35,159,199,83,0,0,0,0
lmo2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2154,0,0,0,2649,324,1264,254,346,1423,1287,690,758,1365,1231,495,1,2,0,1
lmo2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2162,0,0,0,1486,112,565,89,41,592,612,273,85,492,768,281,0,0,0,1
lmo2161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2172,0,0,0,2749,251,1088,167,75,1234,1145,498,214,871,1392,485,1,1,2,0
lmo2171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2184,0,0,0,2156,132,694,110,42,888,815,356,130,683,957,369,0,0,0,0
lmo2183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2192,0,0,0,517,29,176,35,7,192,158,75,31,164,202,97,0,0,0,0
lmo2193,0,0,0,2705,354,1453,264,565,1790,1392.5,773,962,2003,1324,634,0,4,0,0
lmo2192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2195,0,0,0,2759,342,1103,166,298,1281,1119.5,508,544,1307,1191,495,0,2,0,1
lmo2194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2199,0,0,0,464.5,44,177,28,8,170.5,160,80,35,137.5,260.5,77.5,0,0,0,0
lmo2200,0,0,0,1162.5,140,474,72,61,538.5,532,219,114,432.5,539.5,207.5,0,1,0,0
lmo2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hemH,0,0,0,379,25,119,28,6,139,131,69,26,117,159,74,0,0,0,0
hemE,0,0,0,2025,177.5,803,106,54,941,844.5,355,118,658,935,330,0,2,0,0
hemH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2214,0,0,0,418,34.5,154,18,10,158,159.5,60,28,150,179,88,0,1,0,0
lmo2215,0,0,0,1836,156,752,115,62,817,722,308,139,602,866,354,1,1,0,2
lmo2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2222,0,0,0,2319,181,895,119,76,937,904,375,188,755,1124,419,1,3,0,0
lmo2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2228,0,0,0,698,46,202,33,10,231,245,104,46,230,278,133,0,0,0,0
lmo2227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2239,0,0,0,390,29,148,16,19,161,141,51,23,143,157,72,0,0,0,0
lmo2239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2241,0,0,0,1233.5,99,421,64,27,491,466,202,77,336,482,199,0,1,0,0
lmo2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2247,1,0,0,1901,167,770,94,51,825.5,737,348.5,122,645,964.5,342,0,0,0,1
lmo2246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2248,0,0,0,1271,86,479,65,23,536,453.5,199.5,85.5,407.5,561,228,1,0,0,1
lmo2249,0,0,0,1607.17,122.33,615,108.67,36.83,712.5,606.33,313.83,107.83,508.5,787.17,313.33,0,0,0,1
lmo2249,0,0,0,134.17,12.83,57.5,8.67,1.33,56,49.33,22.33,4.33,46.5,68.17,23.83,1,0,0,0
arpJ,0,0,0,2452.17,189.83,1038.5,136.67,56.83,1078,942.83,428.83,212.33,789.5,1174.17,442.83,3,1,1,0
lmo2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2257,0,0,0,513.17,34.83,183.5,30.83,26,199.5,172,74.67,25.83,167.83,245.5,80,0,1,0,0
lmo2258,0,0,0,215.67,14.33,87,11.33,6.5,89.5,87.5,29.67,10.83,64.83,86.5,26,0,0,0,0
lmo2258,0,0,0,682.17,66.83,233.5,29.83,16.5,309,256.5,95.67,50.33,211.33,307,106,0,0,0,2
lmo2266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
addB,0,0,1,7415,574,2730,449,280,3045,2884.5,1184,537,2388,3145,1187,3,3,0,0
lmo2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2274,0,0,0,1373,94,379,51,27,452,446.5,206,81,482,541,206,2,0,0,0
lmo2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lysA,0,0,0,411,35,162,34,8,186,180,70,40,164,213,68,0,0,0,0
lmo2279,0,0,0,877,88,411,54,15.5,400,386.33,171.5,82.5,316.83,487,161,0,2,0,0
lysA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2282,0,0,0,195.5,14.5,69.5,8,4.5,91.5,92.83,32,19.5,79.33,80,41.5,0,0,0,0
lmo2282,0,0,0,862.5,71.5,288.5,48,14,334.5,297.83,148.5,47,257.83,395,152.5,1,1,0,0
lmo2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2285,0,0,0,1839,138,678,114,45,809,798,300,119,560,882,322,1,1,0,0
lmo2284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2287,0,0,0,9408.5,721,3757,490,204,4148,3845,1640,597,2951.5,4550,1480.5,5,5,0,2
lmo2286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2289,0,0,0,1115.5,95,396,46,32,456,412,164,72,362.5,466,166.5,0,2,0,0
lmo2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2293,0,0,0,354,33,148,18,5,166,146,61,30,115,188,56,0,0,0,2
lmo2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2295,0,0,0,905,97,382,53,24,452,426.5,172,62,321,497,179,0,0,0,0
lmo2294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2297,0,0,0,1398,91,549,78,33,635,604,231,86,424,608,251,1,0,1,0
lmo2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2299,0,0,0,2929,237,1180,145,73,1197,1240.5,503,217,897,1393,515,0,6,0,3
lmo2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2301,0,0,0,2031,185,723,124,39,819,770,324,140,642,864,377,0,1,0,1
lmo2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2307,0,0,0,723,64,251,38,22,272,282,117,47.5,243.5,350,149.5,0,0,1,0
lmo2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2309,0,0,0,774,65,267,60,24,308,306,134,66.5,277.5,350,140.5,0,2,0,0
lmo2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2317,0,0,0,2383,187,879,110,37,992,964,375,159,780,1062,451,2,0,0,1
lmo2316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2320,0,0,0,788,64,298,36,13,302,314,107,59,254,334,128,2,1,0,0
lmo2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2323,0,0,0,1628,120,606,96,36,657,547,206,93,470,656,260,0,2,0,0
lmo2322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2326,0,0,0,1076,83,329,65,18,338,395,140,76,370,438,194,1,0,0,0
lmo2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
int,0,0,0,3167.5,220.5,1094.5,173,74,1224,1112.5,466.5,187,997.5,1292.5,544.5,4,1,0,1
'comK,0,0,0,443.5,49.5,174.5,30,7,166,170.5,66.5,23,137.5,195.5,87.5,0,1,0,0
fruA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2337,0,0,0,1810,125,616,119,38,718,665,314,142,559,758,270,2,0,0,0
fruB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2340,1,0,0,489,41,176,23,17,190,180,63,26,131,199,61,0,0,0,0
lmo2341,0,0,0,2186,196,882,122,48,1024,854,448,146,717,1057,380,0,1,1,0
lmo2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2343,0,0,0,368,36,180,18,9,168,137,78,19,132,174,62,0,1,0,0
lmo2343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2347,0,0,0,1403,128,592,64,32,546,488,249,100,433,733,230,0,1,0,1
lmo2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2350,0,0,0,1008,73,435,58.5,21,442.5,412,183,79.5,338,527,163,2,0,0,0
lmo2351,0,0,0,858,94,386,41.5,29,392.5,353,166,78.5,298,451,150,0,1,0,0
lmo2355,0,0,0,2754,222,1159,183,77,1284,1097,472,206,834,1260,408,0,3,0,0
lmo2354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2362,0,0,0,2429,208.5,989.5,123.5,69,1125,991.5,473.5,164.5,764,1246.5,421,1,2,0,0
lmo2363,1,0,0,2591.5,209.5,1103,160,59.5,1238.5,1111.5,472,187.5,818.5,1242,411.5,0,0,0,2
lmo2363,0,0,0,287.5,23,98.5,10.5,3.5,159.5,127,45.5,20,86.5,158.5,34.5,0,0,0,0
lmo2371,0,0,0,2267,200,960,140,150,935,956,474,297,853,1050.5,398,0,2,1,1
lmo2372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2372,0,0,0,368,47,169,22,4,174,192,76,12,125,170.5,77,0,0,0,0
lmo2378,0,0,0,4863,375,2007,351,151,2333,2117,890,385,1652,2283,801,2,1,0,0
lmo2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2403,0,0,0,2316,194.5,985,104.5,71.5,1110,967.5,448.5,178,726.5,1193,449,1,0,0,1
lmo2402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2404,0,0,0,1346,125.5,561,82.5,56.5,660,570.5,260.5,136,491.5,734,246,1,1,0,0
lmo2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2408,0,0,0,994,89,269,50,12,306,325,103,49,306,310,133,0,0,0,1
lmo2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2414,0,0,0,2389,224,1007,158,154,1096,1073,523,414,998,1225,445,1,1,0,0
lmo2413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2419,0,0,0,1932,195,816,105,73,824,821,299,172,560,978,331,1,1,0,1
lmo2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2422,0,0,0,1751,132,739,103,33,793,651,264,119,580,797,295,0,0,0,1
lmo2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2429,0,0,0,478,30,166,28,9,191,150,64,33,143,193,73,0,0,0,0
lmo2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2431,0,0,0,1768,114,741,99,47,825,718,306,128,581,815,311,1,1,0,1
lmo2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tpi,0,0,0,1720,171,760,83,91,824,836,366,244,612,875,340,1,0,0,0
pgm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2464,0,0,0,1417,123,525,90,38,651,584,252,127,465,664,250,1,0,0,0
lmo2463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2474,0,0,0,1658,127,616,90,42,787,644,306,133,572,819,328,1,1,0,0
lmo2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2481,0,0,0,1964,146,716,127,54,826,672,298,180,663,835,304,0,2,0,0
lmo2480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2485,0,0,0,875,80,310,44,36,363,357,124,84,268,365,146,1,1,0,0
lmo2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uvrB,0,0,0,3681,339,1572,219,149,1728,1645,662,358,1326,1806,625,4,2,0,0
uvrA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2498,0,0,0,1990,153,784,106,33,893,783,341,110,625,874,313,1,0,0,2
lmo2497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phoR,0,0,0,462,43,165,27,5,190,195,81,26,134,190,75,1,0,0,0
phoP,1,0,0,1585,120,651,111,34,638,671,263,109,509,817,273,0,0,0,0
phoR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ftsE,0,0,0,1758,158,718,89,44,774,730,310,124,543,824,292,0,1,0,0
ftsX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comFA,0,0,0,3291,283,1336,189,59,1415,1260,534,218,956.5,1486,518,1,4,1,0
comFC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2516,0,0,0,1797,145,706,103,38,644,579,263,123,532.5,727,288,0,2,0,0
lmo2519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2521,0,0,0,2128,176,792,128,47,938,802,306,127,665,907,384,1,0,0,0
lmo2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atpF,0,0,0,1378,127,530,76,101,537,516,241,169,610,648,226,1,0,0,0
atpH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atpI,0,0,0,1298,123,520,78,82,597,543,231,171,598,601,234,1,2,0,0
atpB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2541,0,0,0,2011,203,876.5,125.5,66,930,836.5,391.5,130,714.5,1042,352,1,1,0,0
lmo2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2542,0,0,0,363,42,152.5,16.5,8,153,132.5,57.5,32,146.5,178,78,0,0,0,0
prf1,0,0,0,2294,261,996,141,111,1220,988.5,441.5,289,902.5,1198,375,3,3,0,0
lmo2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thrB,0,0,0,402,27,155,23,13,181,154.5,76.5,40,137.5,221,85,0,0,0,1
thrB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hom,0,0,0,2463,213,1088,165,113,1138,1116,503,247,898,1274,442,3,2,0,3
thrC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2550,0,0,0,2440,204,937,121,48,1006,897,383,153,743,1019,412,1,0,1,0
gtcA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2555,0,0,0,2843,248,1156,141,113,1300,1166,464,284,961,1400,542,2,2,0,1
lmo2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2562,0,0,0,1155,92,427,40,35,490,388,178,90,374,546,207,1,1,0,1
argS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2573,0,0,0,1893,166,832,121,54,889,788,381,155,672,988,324,1,0,0,1
lmo2572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2578,0,0,0,1595.67,143,702,104.5,39,706.33,663,281.5,106.5,474.33,755.5,277.67,1,0,0,0
lmo2579,0,0,0,718.17,56,246,41,13.5,274.33,299.5,117,34.5,175.83,296.5,138.67,0,0,0,0
lmo2580,0,0,0,387.67,31,163,18.5,5.5,226.33,186.5,80.5,31,120.33,198,84.67,0,0,0,0
lmo2581,0,0,0,2125.5,183,959,100,42,990,869,406,141.5,678.5,1078,388,0,0,0,0
lmo2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2583,0,0,0,1194,110,495,73,29,620,559,262,124.5,453,681,212,0,0,0,1
lmo2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2585,0,0,0,300,28,124,15,2,142,119,65,22,108,185,73.5,0,0,0,0
lmo2586,0,0,0,5009,476,2206,295,236,2484,2204,1025,505,1851,2600,872.5,3,4,0,2
lmo2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
truA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2601,0,0,0,1713,166,786,108,44,820,681,316,135,573,852,306,1,0,0,2
lmo2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rplO,0,0,0,1585,219,881.67,196.83,386.17,1118.83,990.17,557.67,1140,1604.5,775,360.17,2,0,1,0
secY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rpmD,0,0,0,656.5,82.5,397.67,73.33,145.17,479.33,404.17,265.17,427,643,328.5,140.67,0,0.5,0,0
rpsE,0,0,0,4406.5,920.5,3120.67,886.83,1422.67,2506.83,3100.67,1976.17,4677,5362.5,2161.5,1155.17,5,7.5,0,2
rpmC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rplP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rplV,0,0,0,1431,203,861,158,376,878,798,459,892,1289,705,367,2,2,0,1
